num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
3,15,72,2,4,5,8,37,22,73,snappy,39.74
11,3,23,15,13,18,13,13,62,98,lz4,47.53
14,7,100,3,10,14,8,22,46,3,none,55.63
16,24,82,7,11,20,5,9,16,24,snappy,41.42
8,23,13,13,7,4,29,2,16,73,gzip,7.98
15,11,82,14,20,6,21,35,10,72,none,46.22
10,7,3,9,5,7,3,41,57,42,gzip,7.84
17,5,10,10,15,7,30,17,48,2,none,54.88
7,18,35,6,1,3,26,19,24,71,snappy,26.55
18,23,11,14,20,18,6,1,54,53,gzip,7.89
11,17,81,18,9,6,27,17,48,28,lz4,46.13
10,12,50,13,9,6,27,19,36,21,lz4,46.7
7,3,7,17,8,12,23,19,7,19,lz4,37.66
7,1,13,2,12,9,10,3,56,36,snappy,42.89
19,17,9,13,15,17,2,15,36,92,gzip,7.94
13,5,67,17,3,12,3,41,17,1,lz4,39.72
20,18,33,7,15,4,26,41,44,1,lz4,45.85
3,16,86,16,11,10,27,1,51,39,snappy,42.33
19,7,43,14,2,18,11,34,51,77,lz4,39.35
2,14,36,8,8,16,27,24,26,86,lz4,44.33
8,12,94,14,17,15,17,17,49,2,lz4,45.68
15,6,90,17,15,5,6,12,27,83,snappy,42.53
8,8,82,17,16,17,1,26,60,57,none,49.69
14,11,48,15,6,7,17,8,19,39,lz4,45.41
20,7,90,12,8,20,27,28,16,35,lz4,45.76
14,23,6,12,3,8,26,9,12,53,none,45.07
5,20,81,19,19,7,18,24,52,9,gzip,7.87
7,4,51,17,8,15,25,46,42,39,gzip,7.9
20,21,9,19,1,17,3,13,1,39,none,15.52
13,15,42,14,2,7,19,34,26,62,gzip,7.87
14,5,68,10,12,10,27,37,43,87,gzip,7.97
2,6,36,6,9,16,5,33,43,23,lz4,46.66
3,24,29,4,5,10,25,37,40,17,gzip,7.75
5,13,73,18,17,15,12,14,10,63,gzip,8.03
17,18,87,19,19,11,3,45,55,7,none,53.08
9,10,33,14,8,4,15,36,1,71,none,14.51
9,11,13,18,14,20,20,16,5,43,snappy,34.12
20,12,68,1,14,17,20,34,17,56,gzip,7.93
15,24,4,2,7,7,28,17,3,2,lz4,28.36
16,7,12,20,4,5,9,19,58,48,snappy,43.97
7,20,89,3,3,18,5,45,48,3,none,44.07
8,7,6,20,5,12,6,38,57,38,snappy,43.05
11,8,88,10,14,10,24,29,60,29,none,55.89
8,23,88,11,16,2,23,13,30,52,gzip,7.86
14,14,42,18,6,11,14,42,62,25,gzip,7.75
12,24,70,20,16,16,28,21,54,79,none,51.98
14,7,49,16,15,11,11,41,8,18,lz4,40.08
20,7,58,5,13,20,23,12,58,87,gzip,7.9
14,19,95,10,19,4,23,13,42,6,gzip,7.69
4,9,51,4,9,7,20,11,7,25,gzip,8.22
12,1,33,8,11,8,16,9,13,58,gzip,7.94
9,9,46,15,20,15,21,24,22,91,snappy,26.7
10,17,19,18,12,8,16,28,53,63,lz4,46.23
19,15,35,4,2,15,19,16,28,62,snappy,36.22
12,22,34,7,19,8,3,34,28,36,snappy,43.5
9,20,18,20,13,19,10,13,22,56,snappy,42.95
3,16,53,17,11,13,12,37,17,45,lz4,44.79
3,2,92,16,7,17,16,20,42,25,none,51.1
18,5,21,8,17,19,16,29,61,30,none,51.81
8,6,59,14,18,8,25,39,21,26,gzip,7.96
4,8,31,16,8,20,25,40,42,0,snappy,37.62
9,13,19,18,2,2,4,46,16,31,snappy,38.19
7,15,26,18,10,11,8,12,37,11,none,50.81
4,5,71,15,18,6,25,10,21,82,gzip,7.86
9,20,19,15,10,10,1,15,17,53,none,52.78
4,17,89,8,17,6,23,38,52,45,snappy,41.09
9,19,79,15,2,12,5,2,62,67,lz4,38.07
5,15,80,10,3,11,16,32,40,38,snappy,40.18
18,11,19,12,7,9,30,45,28,94,lz4,45.4
14,8,57,19,1,12,19,33,58,46,gzip,7.87
13,22,73,2,11,6,1,27,3,10,none,38.9
12,13,12,15,7,6,1,4,8,22,lz4,39.73
15,7,100,8,3,5,27,2,10,34,snappy,39.77
3,1,28,14,9,9,28,12,47,88,none,49.61
4,17,18,9,4,19,1,31,4,30,gzip,8.36
2,17,38,10,7,20,29,39,33,15,none,51.79
14,13,15,19,14,19,13,8,20,80,none,50.55
3,5,14,1,1,19,26,44,15,27,none,23.25
3,20,9,15,13,10,5,43,7,54,gzip,8.23
5,10,76,1,12,18,29,14,5,14,lz4,35.34
11,21,4,20,13,15,14,3,55,70,snappy,43.81
1,22,73,14,16,5,3,29,33,30,snappy,39.48
4,14,18,10,3,19,26,39,38,61,snappy,39.62
5,17,13,4,19,17,3,11,7,20,gzip,8.21
10,3,29,4,8,16,29,1,28,64,snappy,44.21
17,20,100,3,15,15,20,7,1,64,gzip,8.39
2,22,6,17,11,2,7,25,8,45,lz4,36.39
7,2,49,17,6,3,1,13,12,99,snappy,40.42
20,17,24,13,3,9,11,41,6,71,snappy,33.84
12,18,78,16,5,5,16,29,32,47,none,52.99
17,12,23,12,18,9,30,45,55,64,none,53.59
16,24,92,5,10,1,20,40,41,18,lz4,46.74
19,5,75,11,4,10,9,5,28,31,snappy,40.7
3,5,6,13,13,16,15,6,21,21,snappy,43.04
6,6,54,6,7,19,25,16,54,55,gzip,7.9
18,24,83,14,6,1,25,47,50,5,gzip,7.87
16,1,69,15,15,14,7,19,49,22,lz4,24.44
4,22,72,15,5,16,28,2,41,17,lz4,43.66
1,1,65,18,19,6,28,39,30,86,lz4,38.52
7,11,80,13,7,11,5,41,29,74,none,52.24
2,8,82,18,15,11,26,14,61,69,lz4,47.43
10,23,39,7,18,3,22,33,22,93,lz4,46.86
13,24,5,9,15,16,12,46,53,88,none,54.08
5,8,16,1,9,9,22,31,49,20,gzip,7.98
5,3,98,9,5,3,8,27,61,99,snappy,43.38
3,21,1,8,2,9,7,30,17,15,snappy,35.02
8,14,66,7,7,2,26,15,15,41,snappy,41.44
19,1,35,9,1,3,17,20,11,67,lz4,18.87
5,2,60,9,20,7,14,15,58,10,gzip,7.72
16,4,20,7,15,5,13,47,51,7,gzip,7.93
5,13,92,8,14,9,30,23,37,27,lz4,50.29
11,17,25,5,8,8,26,39,9,93,snappy,38.78
3,16,90,11,5,13,4,27,43,56,gzip,7.26
16,15,31,17,10,1,26,30,31,62,none,51.85
12,10,61,3,14,4,13,25,14,4,snappy,36.13
7,17,68,3,11,19,29,37,10,83,lz4,41.26
9,21,18,5,20,6,19,34,47,35,gzip,8.06
14,9,26,8,18,18,3,2,40,39,snappy,43.65
16,4,43,9,4,2,16,1,31,61,lz4,43.01
14,8,94,4,9,1,6,43,7,81,snappy,38.44
6,9,58,18,1,13,24,28,13,45,snappy,24.7
17,19,77,12,1,19,20,29,49,50,lz4,25.8
17,13,67,16,9,19,7,25,55,16,lz4,46.99
3,20,100,10,20,6,5,29,7,25,gzip,8.22
17,16,96,9,20,4,30,16,50,69,snappy,44.83
19,20,99,16,10,4,4,6,45,34,snappy,42.12
1,6,51,10,18,11,4,39,27,26,gzip,7.85
20,9,76,11,16,4,1,43,2,96,gzip,8.6
16,3,11,20,15,16,12,13,55,24,gzip,7.77
9,10,46,6,14,14,29,42,21,86,snappy,43.29
3,15,61,5,13,1,9,19,53,20,lz4,49.29
19,1,22,5,16,12,24,21,42,62,none,51.5
17,20,60,12,18,2,3,38,61,85,snappy,43.12
13,2,58,17,4,19,10,1,9,10,gzip,8.07
3,24,96,9,15,10,26,20,51,94,gzip,7.8
18,11,66,10,19,6,19,30,55,10,gzip,7.78
18,12,65,12,16,2,28,17,58,62,none,51.3
4,8,70,12,5,6,9,27,25,93,none,48.89
15,10,89,1,9,11,18,23,62,16,none,54.97
3,6,51,10,5,20,17,40,25,14,none,46.41
17,2,65,14,5,10,7,26,3,51,snappy,29.06
17,15,11,13,14,20,10,24,14,30,gzip,8.04
7,8,51,13,11,6,1,42,16,61,lz4,48.36
2,23,99,12,19,20,4,16,46,90,snappy,42.6
8,15,1,12,1,6,12,43,53,22,gzip,7.79
10,10,17,6,6,17,5,31,25,2,none,52.12
19,1,54,17,11,13,1,43,20,13,gzip,7.87
8,12,88,8,10,10,21,1,20,24,snappy,43.06
7,2,48,14,12,1,8,28,13,33,none,50.35
11,24,5,15,3,13,3,17,50,88,lz4,42.72
15,9,8,15,10,17,30,48,57,42,none,52.87
2,2,67,8,17,12,12,17,42,92,gzip,7.89
7,12,24,14,8,12,4,21,1,55,snappy,13.48
11,4,17,16,8,10,8,32,54,84,snappy,43.75
6,15,39,17,19,7,20,13,7,74,lz4,39.36
7,4,27,10,12,6,15,16,31,74,gzip,7.94
17,13,4,1,8,11,23,48,33,100,gzip,7.89
19,20,31,13,10,14,6,8,22,62,none,52.76
3,15,64,2,14,9,17,14,3,55,lz4,28.47
14,18,47,17,18,3,28,12,54,91,gzip,7.82
10,4,54,13,4,3,14,14,27,63,none,46.94
20,11,85,18,13,7,7,47,61,85,none,50.54
5,1,7,6,11,17,19,6,60,58,gzip,7.85
8,1,37,17,4,4,7,9,38,57,lz4,41.18
2,24,90,8,18,19,30,21,45,36,none,52.82
19,20,1,12,12,12,15,9,32,89,snappy,46.83
20,24,78,10,20,13,30,29,22,13,gzip,7.84
5,14,99,16,20,9,6,36,30,19,lz4,47
7,5,34,20,17,7,7,48,20,54,lz4,45.11
17,17,97,6,18,16,3,41,23,91,snappy,43.47
3,3,98,4,4,12,21,25,63,50,snappy,27.38
3,16,92,16,3,12,3,26,39,3,gzip,8.06
18,15,25,5,17,16,10,5,21,0,none,47.23
11,24,53,10,6,2,7,10,38,90,lz4,46.33
4,21,88,9,5,5,21,7,46,71,snappy,43.14
13,10,94,2,4,7,3,20,11,55,lz4,41.68
11,18,95,12,10,1,29,4,11,67,gzip,8.12
16,6,42,4,12,18,6,13,41,85,snappy,43.88
20,11,12,13,20,2,27,15,61,53,gzip,8.37
13,10,95,17,14,10,14,47,46,70,gzip,7.91
16,6,39,10,8,7,18,14,6,87,snappy,36.54
3,24,8,6,17,7,7,47,49,35,none,51.55
4,22,56,8,6,19,10,26,62,14,none,52.49
20,15,59,15,11,2,11,1,64,33,snappy,28.11
7,20,19,20,16,6,26,46,51,2,gzip,7.23
16,13,70,2,19,8,14,43,18,3,snappy,43.7
20,3,11,5,19,5,5,4,9,56,lz4,40.8
18,5,47,3,10,20,10,33,32,97,snappy,43.4
13,3,71,15,12,20,28,26,19,89,lz4,46.36
7,12,34,14,4,9,1,20,24,36,snappy,41.5
17,20,49,17,19,18,29,13,54,91,none,53.72
19,2,44,15,19,12,1,2,51,51,none,32.05
3,12,69,4,16,16,12,48,53,7,snappy,43.8
17,2,68,3,6,15,16,22,13,80,snappy,40.13
20,21,78,9,4,1,1,5,62,97,snappy,45.55
