num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
17,4,70,9,10,5,30,13,29,49,snappy,24.35
19,9,58,18,10,1,18,31,59,40,snappy,24.85
5,17,75,8,10,17,30,16,43,75,none,30.93
14,7,44,17,3,11,10,31,59,9,snappy,22.22
7,5,42,4,1,10,21,16,55,2,snappy,15.31
3,10,61,20,13,15,19,48,26,60,snappy,24.89
16,10,76,3,11,15,10,27,62,14,snappy,25.05
8,10,16,4,1,9,3,4,10,13,none,13.52
13,23,30,7,5,10,24,43,27,87,none,28.01
1,21,42,17,15,4,28,5,18,46,snappy,22.33
12,20,30,3,14,11,14,1,63,16,lz4,23.63
10,3,45,6,12,14,25,44,28,42,gzip,7.05
19,6,49,3,9,14,14,25,55,91,gzip,6.94
4,7,87,16,5,10,14,48,59,59,lz4,24.73
20,23,35,12,10,3,4,11,43,66,gzip,7.02
2,4,50,1,19,3,5,38,21,30,lz4,23.76
19,5,17,15,14,8,24,21,52,21,gzip,6.95
2,5,38,2,18,17,28,21,29,10,gzip,7.15
20,13,45,5,14,16,12,31,27,52,lz4,25.05
11,9,74,19,14,1,11,28,48,60,none,31.35
5,15,4,2,14,13,3,8,47,19,gzip,7.02
18,6,85,12,15,9,28,10,18,49,gzip,7.28
6,21,74,2,10,9,3,10,12,11,none,29.05
12,4,34,12,13,1,10,39,9,71,gzip,7.7
19,4,14,7,7,18,29,34,3,15,snappy,20.57
8,23,24,15,9,15,10,46,45,80,snappy,25.23
7,20,15,5,8,3,16,39,8,8,gzip,7.76
12,4,21,13,8,10,24,45,17,34,gzip,7.2
9,14,21,8,14,12,1,25,63,48,snappy,25.05
1,17,38,18,12,17,23,13,60,82,none,30.96
10,5,94,6,10,12,21,4,25,10,snappy,24.91
15,2,27,20,11,4,18,12,6,16,lz4,21.52
9,13,28,5,12,18,23,32,51,94,gzip,6.95
10,2,53,10,18,18,29,13,42,61,snappy,24.84
18,4,21,18,9,6,22,34,19,95,snappy,24.07
20,22,5,12,6,7,6,17,21,36,snappy,23.82
17,18,74,18,10,3,30,26,61,94,lz4,21.8
15,2,17,13,20,9,24,24,31,89,gzip,7.15
11,6,32,4,17,12,6,19,27,94,none,28.44
15,14,56,6,9,14,21,14,35,67,gzip,7.47
7,22,60,7,2,10,10,30,28,90,lz4,20.58
20,11,91,8,6,11,30,10,54,4,gzip,7.17
20,19,48,3,8,6,1,48,49,66,lz4,25.17
19,7,19,12,13,18,23,43,64,60,snappy,24.65
4,9,35,9,6,16,15,48,20,89,gzip,7.23
13,22,5,10,8,19,17,40,36,34,snappy,25.12
1,20,89,17,13,13,9,6,37,100,gzip,7.11
1,19,47,8,12,8,10,37,16,41,lz4,22.08
18,10,11,12,19,2,3,6,61,78,lz4,24.68
7,11,82,5,19,4,21,22,34,20,none,30.27
9,2,13,5,10,20,13,17,2,23,lz4,14.54
8,15,98,17,15,10,29,41,19,77,none,30.3
10,2,72,6,20,6,27,18,58,17,snappy,24.65
16,4,88,7,4,6,29,30,48,36,none,28.11
20,7,42,12,10,3,20,40,45,7,none,29.25
10,14,12,3,11,9,28,6,47,15,snappy,23.4
17,20,32,18,15,2,12,37,9,85,snappy,23.05
11,6,70,11,11,11,30,43,9,30,lz4,22.92
19,19,52,18,13,11,15,27,49,48,gzip,6.96
19,24,50,16,20,8,3,33,47,45,none,31.34
16,15,52,1,4,10,11,4,59,25,lz4,22.66
5,9,67,14,12,11,6,16,51,13,lz4,25.24
19,23,3,4,10,19,8,26,27,22,gzip,7.11
13,5,39,7,13,5,20,43,28,32,snappy,23.92
1,21,85,2,19,19,2,47,3,42,snappy,13.66
13,17,81,11,14,9,10,11,8,98,gzip,7.89
8,20,42,3,3,6,19,13,37,58,none,26.01
17,18,15,12,15,16,22,26,10,11,lz4,22.93
13,5,94,9,5,5,22,41,21,9,snappy,23.37
18,15,84,16,12,19,12,36,48,73,none,32
2,1,99,13,6,15,20,23,46,37,lz4,24.18
10,21,8,10,11,6,21,19,43,80,lz4,24.54
13,6,57,13,18,7,21,16,5,1,snappy,20.58
17,6,49,16,1,8,20,19,26,43,none,12.78
6,13,52,8,19,17,21,46,15,91,snappy,24.31
11,11,64,13,11,18,11,27,3,85,gzip,8.79
6,14,7,1,17,9,27,46,9,44,lz4,22.27
14,15,41,15,1,12,27,11,39,10,none,15.5
2,14,18,20,12,14,8,10,40,84,lz4,23.78
1,8,11,20,15,9,12,12,49,94,lz4,23.59
15,10,24,7,15,2,25,35,58,23,none,28.84
11,11,2,11,2,7,20,1,50,52,lz4,17.09
