num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
7,23,43,2,11,20,10,47,59,47,none,34.27
13,19,84,4,8,20,18,24,48,44,snappy,29.46
16,20,81,5,8,17,19,20,57,13,snappy,30.76
12,13,65,20,16,13,21,36,18,27,snappy,28.85
17,12,80,12,6,18,27,16,14,64,lz4,28.72
3,9,2,20,7,1,7,45,6,68,lz4,18.48
3,3,96,13,6,11,17,3,4,97,none,15.81
11,7,45,8,15,16,9,34,39,47,snappy,29.8
4,24,18,3,7,7,16,27,11,90,lz4,28.52
11,6,85,14,11,3,29,17,34,55,snappy,28.61
10,7,3,13,10,2,5,32,24,41,snappy,28.73
12,11,35,18,14,19,11,17,2,55,snappy,15.77
3,6,85,4,20,16,24,12,60,23,gzip,9.38
11,3,54,5,14,13,13,21,54,60,lz4,30.53
9,1,19,19,3,7,5,45,51,89,none,21.33
17,20,62,19,7,5,16,9,44,98,gzip,9.34
5,15,63,12,11,9,2,3,39,98,none,32.57
4,19,16,7,2,12,23,2,40,30,none,15.92
13,13,1,11,20,1,18,29,40,83,gzip,9.34
11,5,63,3,12,15,1,45,16,65,snappy,28.88
18,10,40,3,11,18,17,40,29,23,lz4,29.44
12,18,20,1,4,18,22,15,57,79,lz4,26.29
10,7,46,12,19,20,2,43,60,84,gzip,9.29
20,4,37,9,7,9,2,21,33,80,snappy,22
13,15,20,14,10,20,17,18,60,46,snappy,28.91
16,14,75,9,6,20,15,16,31,34,none,30.04
20,15,61,12,1,11,24,19,51,28,gzip,9.36
6,8,58,2,9,15,3,8,56,32,none,34.47
5,10,72,12,6,15,5,35,52,99,snappy,28.93
12,17,100,16,9,10,8,37,58,31,snappy,29.58
5,2,35,12,19,20,27,14,48,0,none,33.58
14,5,63,4,10,11,15,36,50,7,none,34.59
16,23,98,3,2,10,2,8,3,34,lz4,14.26
13,21,16,5,5,8,8,16,39,80,lz4,29.35
14,2,63,17,13,9,6,6,55,53,gzip,9.22
13,22,37,1,18,19,5,19,37,92,gzip,9.45
9,14,87,19,13,2,26,7,3,59,none,19.32
3,4,86,15,6,2,2,45,42,52,gzip,9.32
13,14,73,2,3,16,16,10,43,61,gzip,9.43
17,16,25,20,16,15,26,21,42,35,lz4,30.56
14,11,13,16,17,10,4,27,53,19,lz4,30.4
7,9,83,9,7,14,7,35,19,14,gzip,9.57
9,17,42,10,13,15,12,18,38,29,gzip,9.37
11,18,11,5,15,12,12,48,56,52,none,34.68
11,16,13,19,4,18,11,42,41,16,none,32.78
7,21,28,12,14,2,5,11,34,22,lz4,29.91
2,2,43,4,9,12,7,20,5,2,none,32.68
2,24,97,2,2,3,15,33,9,76,none,13.36
6,22,96,10,15,20,27,44,58,7,snappy,30.31
14,3,48,1,10,16,19,38,11,94,snappy,28.86
15,10,21,18,6,12,27,22,53,56,lz4,30.34
20,6,16,19,10,9,19,6,33,47,lz4,30.27
19,2,2,2,17,7,4,3,13,75,gzip,9.84
18,14,4,14,19,8,22,18,40,59,none,34.75
17,20,27,2,4,5,25,16,32,19,gzip,9.51
1,23,54,4,10,20,11,13,13,58,snappy,29.41
1,1,50,19,18,13,22,28,38,6,gzip,9.39
1,21,30,12,13,1,29,3,40,49,snappy,28.33
17,13,74,15,8,11,9,42,24,29,gzip,9.55
10,3,85,9,18,15,4,23,26,75,none,34.93
19,24,71,3,15,6,7,2,34,98,gzip,9.39
8,9,9,10,10,11,12,33,35,98,snappy,29.93
12,15,96,3,10,4,14,45,58,47,none,33.95
13,3,99,5,7,5,28,11,61,96,gzip,9.29
4,17,79,13,7,13,10,1,29,18,none,31.81
17,1,82,20,4,11,15,16,58,2,snappy,28.25
3,21,91,5,12,17,29,22,64,84,snappy,30.42
13,11,9,3,2,9,26,26,51,65,lz4,20.91
2,14,24,18,1,8,1,16,15,44,gzip,9.63
11,18,58,8,19,16,27,1,38,16,none,33.91
12,24,73,17,9,9,18,38,56,49,snappy,30.07
1,24,2,19,17,3,22,44,20,53,lz4,28.52
17,23,18,17,11,16,30,20,28,72,none,34.7
16,5,17,7,20,6,22,32,43,6,snappy,29.92
16,7,97,18,19,14,7,42,6,42,none,32.59
12,23,48,2,20,18,1,2,8,8,none,32.66
18,24,69,13,8,13,19,37,27,30,snappy,27.22
4,23,73,11,20,1,15,44,10,13,gzip,10.34
14,24,98,3,8,18,9,41,26,88,snappy,29.86
16,20,17,7,18,2,3,48,63,11,lz4,30.03
16,11,71,17,1,18,28,20,59,58,snappy,14.97
7,24,90,20,17,1,27,27,6,43,lz4,28
19,16,68,3,3,11,12,25,62,100,none,27.34
7,3,49,11,19,13,15,15,26,67,none,28.2
1,21,81,13,2,2,2,40,60,60,lz4,15.34
20,13,85,15,14,15,18,44,63,66,gzip,9.25
11,17,94,12,2,20,30,12,18,89,snappy,21.12
2,15,30,10,6,3,11,47,46,99,none,28.95
14,19,8,20,8,18,5,28,57,11,none,30.73
5,14,62,9,3,7,2,1,45,62,snappy,21.36
16,19,33,1,6,9,28,9,21,90,snappy,29.29
5,17,85,2,6,14,20,5,11,43,snappy,26.49
4,21,76,7,5,6,16,10,59,8,none,34.25
6,9,86,11,8,15,15,31,43,59,none,34.21
6,20,26,19,10,12,11,1,60,16,gzip,9.28
7,2,74,9,17,9,5,17,46,16,snappy,27.81
2,11,34,19,2,17,13,34,44,11,snappy,18.02
6,12,60,4,6,9,26,14,25,39,none,34.23
15,8,92,9,14,3,11,9,5,14,none,28.99
15,12,71,20,12,18,17,45,2,56,none,20.88
7,19,41,16,4,12,21,6,7,32,snappy,26.55
3,21,27,14,5,18,15,8,16,62,none,33
9,13,80,17,10,18,7,18,57,100,gzip,9.26
20,6,38,17,14,5,21,1,58,99,none,26.56
13,23,50,13,15,14,4,41,22,54,gzip,9.47
7,17,83,20,8,14,7,43,3,22,gzip,12.5
17,3,71,20,4,3,25,36,59,81,lz4,24.89
13,16,64,16,14,9,25,34,5,24,gzip,11.54
5,18,40,18,11,7,8,1,26,1,gzip,10.44
9,23,85,17,19,12,4,2,43,0,none,29.87
19,11,95,20,4,18,30,2,10,64,gzip,10.32
14,24,15,8,9,11,22,1,42,72,none,29.82
1,14,47,19,6,15,24,39,28,19,snappy,25.68
17,7,73,8,13,12,16,7,31,48,none,31.6
18,16,95,18,16,1,10,48,6,46,gzip,10.98
16,7,81,9,3,2,3,15,59,69,none,25.49
10,5,53,12,3,20,5,9,63,0,none,26.42
7,2,47,3,13,16,13,43,27,4,none,31.56
3,19,55,16,7,12,25,4,52,69,none,33.84
12,6,46,10,14,18,5,2,55,25,none,34.16
14,5,77,19,20,3,23,45,11,22,gzip,10.09
5,5,83,2,10,15,8,16,2,22,none,21.3
6,4,9,8,2,1,6,36,48,32,none,25.26
15,20,29,5,7,17,6,32,41,25,gzip,9.4
18,24,94,5,15,5,18,32,53,9,snappy,27.69
12,5,75,11,2,18,24,47,12,95,snappy,20.03
9,10,85,2,7,5,20,10,58,72,gzip,9.33
3,12,22,12,7,7,27,19,49,8,gzip,9.34
8,5,13,9,13,14,28,45,48,15,lz4,27.87
15,23,53,13,4,20,5,26,53,94,gzip,9.29
19,12,21,10,18,8,20,43,58,27,none,34.97
6,5,47,7,1,13,26,13,3,41,lz4,13.26
12,8,74,15,1,9,27,11,56,27,lz4,15.73
20,20,26,17,11,11,14,28,5,81,none,29.29
20,5,99,6,9,6,11,35,40,65,none,31.18
18,6,72,18,15,7,5,12,28,95,lz4,30.31
16,3,9,7,17,11,20,32,49,51,lz4,28.94
4,8,91,9,6,4,19,23,18,100,lz4,28.55
4,15,66,19,2,9,3,32,47,22,gzip,9.36
19,19,78,9,17,10,26,43,11,38,lz4,27.32
20,12,73,17,1,14,10,29,27,96,gzip,9.31
18,2,2,12,20,16,27,15,50,84,none,31.73
6,14,67,15,8,14,9,47,27,34,snappy,28.73
1,8,80,8,5,1,10,16,36,47,none,22.02
1,5,86,11,17,8,8,41,48,29,lz4,26.83
18,4,72,7,11,7,5,15,50,39,gzip,9.31
12,11,41,7,11,2,7,41,63,35,lz4,27.86
11,4,31,11,17,7,6,7,39,46,lz4,27.93
2,20,46,5,12,20,11,16,22,53,snappy,29.32
20,23,9,10,7,15,15,7,49,38,gzip,9.36
14,3,33,19,11,5,18,8,60,21,lz4,29.95
1,22,58,18,6,2,16,42,47,33,lz4,22.79
14,5,23,20,11,7,3,22,9,94,snappy,26.49
12,9,90,19,8,4,27,4,42,16,snappy,21.13
17,4,95,19,11,4,8,17,39,99,gzip,9.41
11,4,23,17,13,17,14,33,7,22,lz4,27.67
19,4,90,6,16,6,16,2,3,60,lz4,16.09
3,15,31,12,16,17,16,8,14,79,lz4,27.03
14,22,76,7,15,17,27,16,12,53,gzip,10.12
13,12,3,18,15,20,25,46,29,65,lz4,29.1
1,21,54,16,16,16,23,11,37,51,lz4,27.99
12,6,94,4,3,5,6,37,26,98,snappy,27.25
17,19,41,3,7,19,20,46,42,53,snappy,30.07
1,13,23,17,4,13,20,48,5,42,none,23.34
16,13,90,11,18,6,10,36,30,15,gzip,9.48
17,20,69,15,9,3,4,31,58,50,lz4,30.1
11,22,88,19,14,1,24,14,52,50,none,31.53
8,15,13,9,11,13,9,20,30,51,snappy,29.91
1,2,32,5,5,10,4,28,63,87,none,26.77
20,23,86,20,19,14,17,18,55,67,lz4,28.59
18,1,94,12,6,6,9,42,49,76,gzip,9.2
16,1,30,3,4,10,5,47,46,15,lz4,28.83
7,13,72,17,5,12,23,30,20,74,lz4,28.91
4,8,11,15,19,17,27,5,52,17,snappy,29.89
1,11,69,2,20,7,1,18,61,26,lz4,28.79
20,11,81,8,9,14,11,11,27,70,none,31.82
1,12,42,18,15,18,30,16,49,91,none,32.91
14,3,63,1,6,5,30,45,25,54,lz4,27.81
13,20,92,7,1,11,2,12,15,43,snappy,14.18
9,13,50,9,7,7,2,46,16,32,none,31.95
12,9,81,2,14,10,20,35,51,40,snappy,29.28
19,13,4,1,14,17,22,23,23,12,snappy,28.9
15,11,4,16,17,3,18,10,39,84,none,30.72
11,16,50,17,18,16,14,10,43,51,lz4,30.38
10,4,71,3,2,2,13,13,4,20,lz4,17.48
17,9,71,16,17,13,19,11,60,49,lz4,29.03
8,23,28,13,20,18,24,9,6,64,snappy,24.54
11,3,15,3,6,2,16,28,42,6,gzip,9.52
20,4,67,11,7,1,16,47,43,39,lz4,27.74
12,17,14,1,14,15,10,29,28,78,snappy,30.17
9,15,87,16,17,13,2,2,26,99,none,31.73
13,6,100,3,11,10,22,1,57,42,gzip,9.37
20,2,57,7,16,13,16,7,22,94,snappy,27.59
16,17,89,20,19,3,23,5,38,54,lz4,28.75
19,13,14,5,17,20,22,30,49,44,gzip,9.39
15,1,93,12,10,20,30,9,51,20,snappy,30.35
6,4,71,16,14,11,9,3,2,62,snappy,18.96
20,4,60,14,19,17,17,16,35,91,none,31.92
3,8,70,3,12,2,19,30,10,90,none,30.81
14,3,41,3,7,9,8,3,32,82,snappy,27.26
3,10,5,5,14,15,12,44,7,79,lz4,25.72
13,22,77,1,10,4,1,44,4,23,snappy,20.23
16,1,7,7,4,1,12,39,38,60,snappy,26.74
7,9,100,1,12,6,15,14,18,39,none,34.32
10,23,58,4,15,3,7,32,36,44,snappy,28.55
10,23,71,18,20,13,26,11,51,9,none,32.42
4,11,10,4,3,10,22,37,23,93,none,25.27
12,20,48,8,8,14,26,40,29,74,lz4,30.21
17,23,63,20,4,12,29,17,2,98,snappy,18.47
18,17,49,1,12,3,4,4,1,67,gzip,13.58
14,6,49,13,7,1,7,17,10,71,none,29.09
7,1,54,10,16,2,9,43,55,79,none,30.41
10,23,1,12,8,5,6,18,44,86,none,30.92
12,17,49,14,4,8,3,25,46,25,gzip,9.17
6,9,34,19,18,20,2,25,53,81,snappy,28.25
6,10,9,11,11,14,20,27,50,25,gzip,9.4
6,13,72,2,8,12,14,34,6,78,none,31.93
3,16,13,17,19,3,9,46,4,4,none,14.77
16,15,93,11,9,14,28,40,59,32,snappy,27.64
15,14,89,19,4,16,29,28,22,6,snappy,27.01
8,20,17,2,20,16,25,42,14,86,none,31.56
19,5,95,2,13,8,2,35,61,31,gzip,9.24
19,19,70,6,1,6,14,16,29,57,gzip,9.5
9,19,3,12,20,18,3,2,18,68,gzip,9.74
15,15,28,18,10,15,6,15,2,0,lz4,18.01
10,5,55,13,20,13,12,15,37,51,gzip,9.75
17,2,11,12,6,6,19,4,3,62,lz4,19.98
10,23,15,7,17,14,4,41,23,34,snappy,29.43
3,7,98,7,7,19,12,44,47,45,gzip,9.35
19,2,66,6,1,5,5,10,56,24,none,15.89
16,2,27,16,12,19,30,20,58,7,snappy,28.31
18,8,95,11,4,19,27,14,21,70,snappy,28.36
13,17,64,13,15,4,30,39,29,35,gzip,9.44
14,15,87,17,7,8,27,7,55,100,gzip,9.32
18,8,3,17,2,12,14,44,38,16,none,20.87
1,11,78,6,2,6,7,40,20,48,none,14.64
12,24,48,6,15,6,4,15,7,40,gzip,10.9
1,9,99,17,12,19,5,19,54,57,none,32.08
13,11,88,18,7,10,10,34,40,28,none,32.5
