num.network.threads,num.io.threads,queued.max.requests,num.replica.fetchers,socket.receive.buffer.bytes,socket.send.buffer.bytes,socket.request.max.bytes,buffer.memory,batch.size,linger.ms,compression.type,T
4,5,9,2,10,11,19,23,24,8,snappy,16.5
8,22,13,10,8,10,6,18,22,44,snappy,15.77
20,13,40,4,5,11,29,3,42,31,none,19.43
5,22,40,11,12,15,13,6,26,96,none,19.88
1,4,86,20,15,9,17,17,44,75,snappy,15.12
17,13,86,18,9,7,28,6,4,79,lz4,13.66
1,6,62,12,11,9,29,34,57,79,lz4,16.41
20,18,72,7,9,3,8,39,49,15,lz4,17.1
9,17,57,7,8,6,4,20,14,60,lz4,16.22
9,11,94,15,4,14,16,14,22,31,gzip,2.69
16,20,34,18,17,7,26,33,54,1,gzip,2.82
18,23,11,11,19,16,27,2,34,46,none,20.25
3,4,76,13,4,18,7,13,49,12,none,14.65
20,21,60,9,6,4,26,27,52,87,none,18.78
1,8,95,6,16,14,21,18,50,22,none,18.97
9,15,3,8,14,13,7,11,52,65,lz4,17.28
19,18,3,16,15,13,16,32,41,76,gzip,2.68
17,12,44,2,7,10,25,6,12,5,gzip,2.67
8,6,47,1,20,1,1,48,56,90,gzip,2.7
1,19,91,9,2,19,22,37,30,62,snappy,9.52
9,9,25,10,15,5,12,34,2,72,snappy,8.35
4,21,42,9,19,10,5,14,21,84,none,18.75
14,21,70,8,4,10,2,17,56,97,gzip,2.65
11,15,31,11,4,20,18,22,24,2,none,14.93
1,5,90,8,18,1,5,6,3,50,gzip,2.93
14,16,1,11,12,2,26,18,56,15,gzip,2.64
18,5,59,10,19,7,6,6,44,19,snappy,15.96
7,16,93,2,16,13,14,8,6,24,lz4,14.56
4,5,46,9,11,8,19,24,39,60,gzip,2.69
8,14,40,3,14,3,15,31,23,31,lz4,16.85
6,20,37,3,13,16,10,5,54,34,lz4,17.54
16,12,28,13,6,20,11,44,4,91,gzip,2.91
4,19,98,17,13,18,29,26,30,77,gzip,2.67
19,9,27,4,5,5,25,32,43,27,none,19.25
14,13,66,15,3,11,24,22,25,71,lz4,15.4
18,13,69,19,14,16,20,37,12,9,gzip,2.59
5,14,73,12,7,9,14,9,44,3,snappy,16.02
14,12,75,9,4,19,10,36,58,8,gzip,2.58
13,8,22,6,20,16,3,44,1,15,snappy,7.71
7,9,22,3,4,2,30,39,4,51,lz4,13.89
9,7,58,3,17,18,3,4,21,53,none,19.17
20,10,10,13,20,17,9,41,53,49,none,20.26
1,13,76,20,10,9,9,33,44,51,snappy,15.53
16,10,96,3,8,3,27,4,52,82,gzip,2.66
12,2,2,2,9,4,2,6,60,38,gzip,2.63
10,22,23,19,9,13,26,2,64,43,none,19.57
13,3,37,19,11,13,24,38,59,86,none,20.38
2,14,52,17,17,13,1,20,62,83,snappy,15.94
10,1,7,9,15,10,7,20,27,51,gzip,2.69
2,18,20,3,3,1,22,33,63,3,gzip,2.74
8,12,94,14,12,12,11,22,37,76,lz4,16.8
10,10,47,1,3,9,20,21,13,82,snappy,13.18
2,5,59,9,14,12,16,39,27,64,snappy,15.72
8,15,80,14,3,3,30,33,29,73,none,12.02
10,10,36,19,1,19,18,48,44,13,gzip,2.55
1,3,76,20,2,19,25,34,42,63,snappy,10.23
11,8,39,9,20,2,19,1,63,81,gzip,2.65
8,11,91,4,3,16,4,13,9,75,none,14.73
7,11,51,17,6,3,29,23,46,65,gzip,2.65
20,24,87,3,17,11,21,8,20,43,none,17.18
17,8,67,12,18,11,18,2,30,64,snappy,16.22
13,7,93,17,1,13,23,42,22,83,snappy,8.02
12,11,13,13,17,17,17,41,25,53,gzip,2.68
13,20,51,14,20,1,28,47,60,47,gzip,2.61
1,3,16,2,8,2,29,33,11,27,none,12.62
5,24,1,9,10,4,23,5,62,28,lz4,16.83
8,23,86,9,16,12,3,17,53,8,none,19.73
1,6,82,6,4,14,23,19,22,45,snappy,13.2
12,11,41,2,3,16,3,20,9,46,none,14.42
2,19,95,4,6,4,9,43,64,42,gzip,2.68
14,13,73,2,10,10,1,15,54,13,lz4,16.87
11,17,82,5,2,7,1,36,45,3,snappy,13.14
16,12,83,15,1,5,2,20,3,68,snappy,9.46
16,15,39,3,17,7,7,12,10,34,gzip,2.75
7,18,15,3,11,16,22,7,27,88,lz4,17.29
6,15,26,11,5,18,4,42,4,55,lz4,13.66
4,12,68,1,1,16,27,23,16,53,gzip,2.68
2,9,73,18,10,20,25,9,64,44,lz4,16.6
3,8,87,3,15,16,21,12,63,84,none,20.05
10,14,63,2,20,2,27,19,38,36,lz4,16.87
3,23,46,1,6,7,13,45,58,23,gzip,2.64
15,24,56,15,18,5,28,5,30,45,gzip,2.67
15,19,89,5,11,20,1,38,29,49,lz4,17.19
19,12,18,3,9,4,9,21,2,68,lz4,11.74
11,16,94,1,14,13,8,29,35,51,gzip,2.65
5,16,7,20,12,13,1,18,5,72,none,15.75
1,4,43,9,4,4,19,12,5,58,lz4,11.61
9,4,28,5,1,5,22,19,63,57,lz4,10.36
16,23,4,9,2,2,13,40,45,24,none,13.64
20,19,39,4,13,3,19,28,14,2,snappy,14.86
17,9,63,2,10,20,30,19,30,92,none,20.31
7,3,13,8,10,16,25,6,1,54,gzip,2.94
16,20,17,13,6,1,1,20,6,29,lz4,14.67
4,18,72,8,11,11,9,14,57,62,snappy,16.03
16,2,43,16,17,7,1,2,54,22,lz4,17.55
18,14,20,8,6,19,11,28,5,70,lz4,14.23
14,5,12,11,7,18,4,16,61,8,snappy,15.97
19,8,79,9,8,7,23,27,34,16,snappy,16.05
17,3,74,18,6,20,13,37,62,96,gzip,2.66
3,19,44,8,2,18,4,34,63,16,snappy,12.48
6,3,40,18,6,12,18,10,11,12,snappy,14.59
7,4,53,3,20,17,28,20,54,88,snappy,15.79
4,23,70,18,18,7,23,18,48,21,none,20.21
16,6,32,7,11,11,24,12,19,58,snappy,15.71
