hive.exec.reducers.bytes.per.reducer,hive.exec.parallel.thread.number,hive.join.cache.size,hive.merge.smallfiles.avgsize,hive.mapjoin.bucket.cache.size,hive.map.aggr.hash.percentmemory,hive.stats.fetch.partition.stats,hive.optimize.index.autoupdate,hive.merge.mapfiles,hive.exec.parallel,time
462,14,62039,42642311,184,0.5,FALSE,FALSE,TRUE,TRUE,107641
406,15,45843,20217877,172,0.5,TRUE,TRUE,FALSE,TRUE,107736
265,19,30354,21579918,194,0.9,FALSE,TRUE,FALSE,FALSE,107855
674,16,50519,40912504,259,0.5,TRUE,TRUE,FALSE,FALSE,107882
513,20,58504,19689711,243,0.6,FALSE,FALSE,TRUE,FALSE,107914
689,17,50025,16371769,122,0.5,TRUE,FALSE,FALSE,TRUE,107952
611,20,47031,33251600,150,0.8,TRUE,TRUE,FALSE,TRUE,108061
366,24,62892,25676928,287,0.9,FALSE,FALSE,TRUE,TRUE,108077
572,17,42515,30305508,120,0.9,FALSE,TRUE,FALSE,TRUE,108142
509,13,60123,16015894,201,0.9,TRUE,TRUE,TRUE,FALSE,108210
566,15,71889,37353030,288,0.9,TRUE,TRUE,TRUE,TRUE,108244
686,11,66904,34443964,227,0.5,TRUE,TRUE,TRUE,FALSE,108363
451,21,41195,35283512,187,0.7,TRUE,FALSE,FALSE,TRUE,108391
557,14,46426,24251291,297,0.6,FALSE,TRUE,TRUE,TRUE,108414
373,8,71554,33859586,129,0.7,FALSE,FALSE,TRUE,TRUE,108429
724,15,72707,23356007,288,0.9,FALSE,TRUE,FALSE,FALSE,108709
667,18,32755,46464353,178,0.6,FALSE,TRUE,FALSE,FALSE,108769
595,8,53684,33030166,167,0.7,TRUE,FALSE,TRUE,TRUE,108991
636,16,58172,17403348,289,0.9,FALSE,TRUE,TRUE,TRUE,109039
401,9,72827,30142446,185,0.8,FALSE,TRUE,TRUE,FALSE,109075
677,24,27022,38046596,237,0.8,TRUE,TRUE,TRUE,FALSE,109187
565,24,26694,27206473,278,0.9,TRUE,TRUE,TRUE,FALSE,109348
508,13,26029,35286608,223,0.9,TRUE,FALSE,TRUE,FALSE,109391
282,24,60191,45543083,300,0.9,TRUE,FALSE,TRUE,TRUE,109416
512,14,33773,19925850,191,0.8,FALSE,TRUE,FALSE,TRUE,109470
622,11,28066,28346639,181,0.5,FALSE,FALSE,FALSE,TRUE,109620
435,15,71019,44532185,101,0.8,FALSE,FALSE,TRUE,FALSE,109676
759,13,33279,23116683,217,0.5,FALSE,FALSE,FALSE,TRUE,109706
506,23,69097,16631759,109,0.9,FALSE,TRUE,FALSE,FALSE,109735
450,12,34017,25176794,231,0.6,FALSE,TRUE,FALSE,FALSE,109839
701,15,66785,47370306,264,0.6,TRUE,FALSE,TRUE,TRUE,109902
335,19,43447,46935545,122,0.9,TRUE,FALSE,FALSE,TRUE,110012
736,8,33503,32053470,141,0.5,FALSE,TRUE,TRUE,TRUE,110040
375,9,41227,22877123,153,0.7,FALSE,FALSE,FALSE,TRUE,110052
376,9,68395,20399242,244,0.9,TRUE,TRUE,FALSE,TRUE,110061
753,13,53180,38491637,131,0.7,TRUE,FALSE,TRUE,FALSE,110125
569,23,28403,41896412,245,0.7,TRUE,TRUE,TRUE,FALSE,110128
401,11,53654,26779411,234,0.6,TRUE,FALSE,FALSE,TRUE,110149
641,21,67286,34745956,104,0.5,TRUE,TRUE,FALSE,FALSE,110216
379,17,41130,25177558,106,0.9,TRUE,TRUE,TRUE,FALSE,110229
742,18,36065,31212550,208,0.6,TRUE,FALSE,TRUE,FALSE,110482
282,12,38432,44524790,203,0.9,TRUE,TRUE,FALSE,FALSE,110490
756,12,62638,39129258,168,0.5,TRUE,FALSE,FALSE,TRUE,110574
272,19,49543,30198122,224,0.9,TRUE,FALSE,FALSE,TRUE,110590
531,11,61430,19840671,260,0.7,TRUE,FALSE,FALSE,TRUE,110676
464,19,60019,45938034,168,0.8,FALSE,TRUE,FALSE,TRUE,110722
305,13,42973,30821304,179,0.9,FALSE,TRUE,FALSE,TRUE,110722
558,9,38766,16870198,103,0.6,FALSE,FALSE,TRUE,TRUE,110729
397,9,26009,22656644,293,0.6,FALSE,TRUE,TRUE,TRUE,110739
407,8,45432,29786443,172,0.6,FALSE,FALSE,TRUE,FALSE,110760
451,18,49655,37796748,267,0.6,FALSE,TRUE,TRUE,TRUE,110831
343,9,70111,29026980,191,0.8,FALSE,FALSE,TRUE,FALSE,110975
496,11,51081,42357232,146,0.9,TRUE,TRUE,TRUE,TRUE,111001
304,20,34616,32151083,187,0.9,TRUE,TRUE,FALSE,TRUE,111081
674,22,71515,33877869,101,0.9,FALSE,TRUE,TRUE,TRUE,111202
547,18,25661,40592347,151,0.9,FALSE,FALSE,FALSE,TRUE,111516
746,19,30042,26839602,291,0.9,TRUE,TRUE,FALSE,TRUE,111523
624,23,29656,17250591,267,0.5,TRUE,TRUE,TRUE,FALSE,111717
497,22,72306,47161738,259,0.6,TRUE,TRUE,TRUE,FALSE,111734
631,14,59124,24851664,276,0.7,TRUE,TRUE,FALSE,TRUE,111754
378,22,34047,25311330,101,0.5,TRUE,TRUE,TRUE,TRUE,111798
650,15,70429,46741431,281,0.7,TRUE,TRUE,FALSE,FALSE,111819
490,16,53948,17501828,198,0.7,FALSE,TRUE,TRUE,FALSE,111846
521,23,66700,38302578,198,0.7,FALSE,TRUE,FALSE,TRUE,111937
493,19,55091,17942561,124,0.9,TRUE,FALSE,FALSE,FALSE,112154
751,13,68737,45561855,262,0.9,FALSE,FALSE,TRUE,FALSE,112175
276,11,55140,41795763,281,0.5,FALSE,TRUE,FALSE,TRUE,112188
334,23,73704,38682726,105,0.6,TRUE,FALSE,TRUE,TRUE,112199
461,9,65675,29703903,176,0.8,TRUE,FALSE,FALSE,FALSE,112212
565,22,54514,44339360,113,0.9,FALSE,TRUE,TRUE,FALSE,112216
703,20,40313,33679491,131,0.6,TRUE,FALSE,FALSE,TRUE,112234
353,23,61278,31115028,298,0.7,FALSE,FALSE,FALSE,TRUE,112335
290,19,49191,30212278,200,0.5,FALSE,FALSE,FALSE,FALSE,112342
417,8,45415,27653280,171,0.6,TRUE,TRUE,FALSE,TRUE,112450
742,18,50796,21522506,178,0.9,FALSE,TRUE,TRUE,FALSE,112456
280,23,52982,43994506,191,0.5,TRUE,FALSE,TRUE,FALSE,112627
585,21,28383,16849486,121,0.5,FALSE,FALSE,FALSE,FALSE,112701
739,17,59738,36741976,266,0.7,FALSE,TRUE,TRUE,TRUE,112938
647,20,56419,41070054,111,0.6,TRUE,TRUE,TRUE,FALSE,112951
712,21,66511,45496368,161,0.8,FALSE,TRUE,FALSE,TRUE,112975
588,12,68583,40771899,209,0.5,FALSE,FALSE,FALSE,TRUE,113029
629,21,59248,26402342,178,0.6,TRUE,FALSE,FALSE,FALSE,113052
327,19,50094,46573122,193,0.5,TRUE,FALSE,FALSE,FALSE,113222
712,18,48858,35703766,190,0.7,TRUE,TRUE,TRUE,TRUE,113265
262,17,62040,41091510,268,0.5,FALSE,FALSE,TRUE,TRUE,113356
328,22,30392,38569156,109,0.5,FALSE,TRUE,TRUE,FALSE,113363
473,16,64783,46930011,278,0.6,TRUE,FALSE,FALSE,TRUE,113410
351,14,67843,46754403,169,0.5,FALSE,TRUE,TRUE,FALSE,113419
373,12,52028,22887604,130,0.9,TRUE,TRUE,FALSE,FALSE,113490
594,12,59458,22864423,135,0.5,FALSE,FALSE,TRUE,TRUE,113501
607,14,59314,47207568,157,0.9,FALSE,FALSE,TRUE,TRUE,113521
380,15,70745,29889191,218,0.5,FALSE,FALSE,TRUE,TRUE,113580
259,11,46623,33660110,300,0.9,FALSE,FALSE,TRUE,TRUE,113613
323,10,53914,36270589,272,0.9,TRUE,TRUE,FALSE,TRUE,113646
405,18,27189,33013571,279,0.6,TRUE,FALSE,TRUE,TRUE,113675
457,12,69693,17865117,141,0.5,FALSE,FALSE,FALSE,TRUE,114105
338,15,57253,27929695,205,0.5,TRUE,FALSE,FALSE,TRUE,114201
438,21,28522,30283050,109,0.7,TRUE,TRUE,FALSE,TRUE,114466
311,13,38858,44367106,177,0.8,TRUE,TRUE,FALSE,TRUE,114474
414,9,53033,27541036,202,0.5,FALSE,FALSE,TRUE,TRUE,114490
500,20,31878,21300688,169,0.9,FALSE,TRUE,FALSE,FALSE,114654
645,12,32110,30915643,281,0.5,FALSE,TRUE,FALSE,TRUE,114667
674,22,56868,46428984,204,0.8,FALSE,FALSE,TRUE,TRUE,114726
653,11,57837,27235324,105,0.9,TRUE,TRUE,TRUE,TRUE,114816
671,12,31061,18322764,203,0.9,TRUE,FALSE,TRUE,FALSE,115044
655,8,45137,38406568,215,0.5,FALSE,FALSE,FALSE,FALSE,115061
512,22,29107,29682261,108,0.9,TRUE,FALSE,FALSE,TRUE,115195
694,13,45287,39603761,229,0.8,FALSE,TRUE,FALSE,TRUE,115281
720,14,51823,26949400,150,0.6,FALSE,FALSE,FALSE,FALSE,115339
693,9,43480,22078178,200,0.7,TRUE,FALSE,FALSE,FALSE,115368
548,14,71216,16479696,124,0.9,FALSE,TRUE,FALSE,FALSE,115371
759,22,58369,25078442,170,0.9,FALSE,FALSE,TRUE,FALSE,115481
574,23,63636,37950854,218,0.9,FALSE,FALSE,TRUE,FALSE,115710
604,15,74112,39258269,224,0.8,TRUE,TRUE,FALSE,TRUE,115847
756,9,41457,39820119,121,0.5,TRUE,FALSE,TRUE,TRUE,115855
679,9,28583,25267106,287,0.8,TRUE,TRUE,TRUE,FALSE,115923
645,21,59451,21941413,130,0.8,FALSE,FALSE,FALSE,FALSE,116102
658,13,62065,44217214,131,0.7,TRUE,TRUE,FALSE,FALSE,116193
363,12,41366,34401194,173,0.5,FALSE,FALSE,FALSE,TRUE,116600
307,21,40121,28125914,222,0.7,TRUE,TRUE,TRUE,TRUE,116631
403,21,39631,25027278,295,0.9,TRUE,FALSE,FALSE,FALSE,116670
695,24,27566,32402695,176,0.6,TRUE,TRUE,TRUE,FALSE,116720
705,21,67555,41008338,173,0.9,FALSE,FALSE,TRUE,FALSE,116737
750,11,57169,37305493,193,0.9,TRUE,TRUE,FALSE,TRUE,116825
626,15,44519,27236613,252,0.5,TRUE,FALSE,TRUE,FALSE,116851
657,10,28120,43241614,263,0.8,TRUE,TRUE,TRUE,FALSE,116930
633,23,33324,39855195,281,0.7,TRUE,FALSE,TRUE,FALSE,116994
274,16,55570,44692586,200,0.8,FALSE,FALSE,TRUE,TRUE,117112
338,14,62814,39638297,282,0.5,FALSE,FALSE,TRUE,FALSE,117159
603,9,29222,27053633,103,0.6,FALSE,FALSE,TRUE,TRUE,117161
339,14,28597,30465402,288,0.9,TRUE,FALSE,TRUE,FALSE,117323
753,11,67196,38207687,172,0.5,TRUE,TRUE,FALSE,TRUE,117414
293,19,39018,42283800,109,0.7,FALSE,FALSE,TRUE,FALSE,117442
531,22,63810,37046491,252,0.5,FALSE,FALSE,TRUE,TRUE,117521
316,10,72544,20731031,134,0.8,TRUE,FALSE,TRUE,FALSE,117556
763,23,30728,30664093,185,0.5,TRUE,FALSE,FALSE,TRUE,117628
259,16,74500,34787519,170,0.6,TRUE,FALSE,TRUE,TRUE,117715
666,20,33938,45544881,188,0.8,TRUE,TRUE,FALSE,FALSE,117803
641,13,68740,38337098,210,0.8,FALSE,FALSE,FALSE,FALSE,117813
562,21,32082,39442895,172,0.8,FALSE,FALSE,FALSE,TRUE,117842
364,22,35713,24140595,223,0.5,FALSE,TRUE,FALSE,TRUE,117857
547,18,68996,29883629,112,0.9,TRUE,FALSE,TRUE,FALSE,117932
307,12,49860,47205860,126,0.8,FALSE,FALSE,TRUE,FALSE,117967
441,11,31852,31858030,169,0.6,FALSE,TRUE,FALSE,FALSE,118127
552,8,71784,36164363,103,0.8,TRUE,TRUE,FALSE,FALSE,118135
765,22,70763,24004429,195,0.7,TRUE,TRUE,TRUE,TRUE,118151
740,9,54330,47243086,207,0.6,FALSE,TRUE,FALSE,TRUE,118215
523,15,40862,32500968,108,0.9,FALSE,FALSE,TRUE,TRUE,118270
381,19,51274,42238759,290,0.9,FALSE,FALSE,TRUE,TRUE,118285
276,13,50914,46191010,223,0.5,TRUE,TRUE,FALSE,TRUE,118451
716,12,49314,32319413,191,0.7,TRUE,TRUE,TRUE,TRUE,118489
347,15,39566,17308702,265,0.8,FALSE,TRUE,FALSE,TRUE,118576
681,18,50723,45810660,144,0.8,FALSE,TRUE,FALSE,FALSE,118688
516,23,32113,34996831,101,0.6,FALSE,TRUE,TRUE,TRUE,118801
273,16,61102,40036219,216,0.7,TRUE,FALSE,FALSE,TRUE,118928
568,21,34695,44247927,294,0.8,FALSE,TRUE,FALSE,FALSE,118931
440,19,65280,42981289,283,0.8,FALSE,TRUE,TRUE,FALSE,119034
556,8,34269,32387850,132,0.7,FALSE,TRUE,TRUE,FALSE,119041
482,23,37761,33524827,133,0.8,FALSE,FALSE,FALSE,TRUE,119042
397,15,40164,36008162,277,0.9,TRUE,TRUE,FALSE,FALSE,119051
539,12,48237,24630019,179,0.8,FALSE,TRUE,TRUE,TRUE,119125
673,14,59519,30663472,178,0.9,FALSE,TRUE,FALSE,FALSE,119207
721,19,61936,36536949,147,0.8,TRUE,TRUE,FALSE,TRUE,119231
664,13,54645,28805750,210,0.8,TRUE,FALSE,FALSE,TRUE,119469
588,19,71850,19608470,231,0.5,TRUE,TRUE,TRUE,TRUE,119583
423,14,59809,40214435,241,0.6,TRUE,TRUE,TRUE,FALSE,119593
740,17,49711,35939448,204,0.7,FALSE,FALSE,TRUE,FALSE,119707
613,19,48454,26781776,262,0.6,TRUE,FALSE,FALSE,FALSE,119712
374,20,50271,33939116,245,0.9,TRUE,TRUE,TRUE,FALSE,119761
635,10,51379,24608324,202,0.8,FALSE,TRUE,FALSE,FALSE,119920
568,20,49629,45276751,179,0.6,FALSE,FALSE,FALSE,FALSE,119937
670,8,49349,43073169,284,0.5,TRUE,FALSE,TRUE,FALSE,119969
350,10,32227,33013077,174,0.9,TRUE,FALSE,TRUE,FALSE,120007
691,10,63263,40655459,299,0.5,TRUE,TRUE,FALSE,TRUE,120030
270,15,56523,37783193,270,0.7,TRUE,FALSE,FALSE,FALSE,120097
367,13,70165,19749222,290,0.5,FALSE,TRUE,TRUE,TRUE,120269
573,24,39063,30642193,202,0.5,TRUE,TRUE,FALSE,FALSE,120304
472,22,48364,23943716,105,0.7,FALSE,FALSE,FALSE,FALSE,120319
492,9,51928,26302185,119,0.7,TRUE,FALSE,TRUE,TRUE,120326
274,21,70296,25660591,103,0.7,FALSE,FALSE,FALSE,FALSE,120357
667,20,69181,29673456,217,0.5,FALSE,FALSE,FALSE,FALSE,120372
691,10,56282,43318093,292,0.6,TRUE,FALSE,TRUE,FALSE,120685
752,8,52381,43380101,127,0.8,TRUE,FALSE,FALSE,TRUE,120745
423,23,70832,43198799,177,0.9,FALSE,TRUE,TRUE,TRUE,120778
292,18,45644,41548235,108,0.9,FALSE,TRUE,FALSE,TRUE,120836
664,13,40754,44141323,218,0.5,FALSE,FALSE,TRUE,FALSE,120846
306,18,37466,32209769,136,0.9,TRUE,TRUE,TRUE,FALSE,120859
573,18,30048,16056603,134,0.6,FALSE,TRUE,FALSE,FALSE,120883
727,9,30765,26750857,292,0.6,FALSE,FALSE,TRUE,TRUE,120944
448,10,42881,28615797,150,0.9,TRUE,TRUE,FALSE,FALSE,121156
563,23,49804,20736053,101,0.7,TRUE,TRUE,TRUE,FALSE,121222
445,10,42649,38464843,150,0.7,FALSE,TRUE,FALSE,FALSE,121434
590,9,63510,21381830,168,0.9,FALSE,TRUE,TRUE,TRUE,121578
633,22,47708,26901021,198,0.8,TRUE,FALSE,FALSE,TRUE,121594
586,17,71313,25439780,261,0.6,FALSE,TRUE,FALSE,TRUE,121635
733,12,65692,17489189,146,0.7,FALSE,TRUE,FALSE,TRUE,121659
651,23,75000,31716572,231,0.7,FALSE,TRUE,TRUE,TRUE,121935
625,20,50156,19307804,158,0.6,TRUE,TRUE,TRUE,FALSE,122029
545,18,58793,24915922,115,0.6,FALSE,TRUE,TRUE,TRUE,122055
651,17,41401,42875913,249,0.9,TRUE,TRUE,FALSE,TRUE,122095
408,12,58694,26447627,230,0.5,TRUE,FALSE,TRUE,TRUE,122196
758,24,25698,36327200,299,0.6,FALSE,FALSE,TRUE,TRUE,122468
654,19,33352,47801262,289,0.7,TRUE,TRUE,TRUE,FALSE,122580
348,17,34051,35193675,228,0.7,TRUE,FALSE,FALSE,FALSE,123384
451,21,49606,33976336,236,0.5,FALSE,TRUE,FALSE,FALSE,123907
661,8,48896,24137077,175,0.6,TRUE,TRUE,TRUE,TRUE,126813
